epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
10;0.29518065297186724;0.89026636;0.5718884234884866;0.8624808299797114;0.5349773527931555;0.90287167;0.70302373;0.9783362;0.3276296;0.8823712;0.532581744069179;0.8491647292820591;0.2897782597822628;0.5079726651480638;0.901033;0.6289593;0.9705671;0.31880733
11;0.29801334742339697;0.8914243;0.5767903410045793;0.8634832691048613;0.5386546184738956;0.9022322;0.7225368;0.98069954;0.32108706;0.8845438;0.5396424686547253;0.8486962993209823;0.2903790906543394;0.5045871559633027;0.9009967;0.6509434;0.9734386;0.31651375
12;0.29200573230433646;0.8905388;0.5807863278684714;0.8683872499115688;0.5455460493205838;0.9033103;0.7029914;0.9780999;0.3311525;0.887337;0.5441525329645163;0.8536502137160242;0.28709708201374645;0.5034324942791762;0.9047778;0.65938866;0.97200286;0.34633029
13;0.29104678887348884;0.89312714;0.5938718872815608;0.8723136102327014;0.5500754906894816;0.90557784;0.7163561;0.978415;0.3482637;0.88857853;0.5501526171845705;0.8568637749692104;0.2832241944464595;0.5148741418764302;0.90653265;0.6624473;0.971285;0.36009175
14;0.2908467578079799;0.89244604;0.5953631557294946;0.8697300136407367;0.55052790346908;0.9038587;0.7217391;0.979833;0.33417213;0.8888889;0.550110732139449;0.8526042730032866;0.28904286284556974;0.5168539325842697;0.90412784;0.6788991;0.9748744;0.33944955
15;0.28896957618929076;0.8927866;0.6007655618327762;0.8743472915846813;0.5570638511814983;0.89948267;0.7706422;0.986214;0.2959235;0.88857853;0.5521910201297028;0.8545471459525676;0.2843441538406336;0.5125284738041003;0.899309;0.7103825;0.9809763;0.29816514
16;0.2904422274527376;0.8940127;0.6081037024244546;0.8759604238643035;0.5645404319437468;0.90093595;0.77243996;0.98582006;0.30749875;0.88919926;0.5560175753055132;0.8564784933843531;0.2819382140377084;0.5114678899082569;0.90122235;0.7025641;0.97918165;0.3142202
17;0.28847743053054964;0.8931953;0.6033274563347918;0.8749578261535969;0.5566180171112229;0.91073537;0.6842568;0.9717189;0.39154506;0.88702667;0.5533099676967053;0.8553037138510377;0.28423591082988503;0.5252293577981652;0.90967524;0.63533837;0.9651831;0.38761467
18;0.28466900711535686;0.8903344;0.6084154056479943;0.8755523237581224;0.5630336514314415;0.89377576;0.81054366;0.99094063;0.24760947;0.8882682;0.5584487695150158;0.8559466730770497;0.28617262987340186;0.5125858123569794;0.8938312;0.76760566;0.98815507;0.25
19;0.282425407283848;0.89612424;0.620364053361902;0.8815452322877972;0.5676899849018621;0.9035918;0.77369666;0.9849535;0.32863614;0.88640594;0.5543783860347042;0.8560800397795003;0.28243658004396827;0.5206422018348624;0.9014599;0.6682692;0.9752333;0.31880733
20;0.28759410444490513;0.89408076;0.6206039258010895;0.8818890259508612;0.5663316582914573;0.8975091;0.82238805;0.9906255;0.27730247;0.887337;0.5621821373441449;0.8585259192423453;0.2815680078362027;0.5206422018348624;0.89552724;0.7295597;0.9845657;0.26605505
21;0.2822932337736847;0.8948982;0.6226191758945978;0.8835877349613515;0.5676899849018621;0.9021857;0.77139366;0.98526865;0.31756416;0.8888889;0.5625880499759291;0.8615880022655875;0.28143003064974875;0.5091743119266054;0.90145504;0.6969697;0.97846377;0.31651375
22;0.27997397166639965;0.8973503;0.623249069863241;0.8840097311269113;0.5676899849018621;0.9122264;0.71582735;0.97510636;0.40060392;0.887337;0.561902442208738;0.8617427735005301;0.28048032904211445;0.5263157894736842;0.9083249;0.6431373;0.96733665;0.3761468
23;0.2798516763502733;0.8955112;0.6279616528938702;0.8854461198039342;0.5717871485943775;0.89902747;0.8249641;0.99038917;0.28938097;0.88982;0.5612153683298938;0.8621358759722598;0.28104845191624356;0.5148741418764302;0.8978723;0.74251497;0.9845657;0.28440368
24;0.27974454936622867;0.8929228;0.6326265362838661;0.886861991474599;0.5758793969849246;0.8949013;0.8464107;0.9927525;0.25515854;0.8888889;0.559931927327369;0.859229799060835;0.28364787378864653;0.5239179954441914;0.8949252;0.7635135;0.9874372;0.25917432
25;0.27909384694923034;0.89837205;0.6369955698714459;0.8884302638649568;0.5772521389028686;0.9106305;0.73775214;0.97849375;0.38651234;0.89137185;0.5619360034634904;0.8614986795049955;0.28139264430691185;0.517162471395881;0.90790355;0.6822034;0.9730797;0.36926606
26;0.27672324779613267;0.8981677;0.6368879511358996;0.8889826371810656;0.5832913940613991;0.9076811;0.7600423;0.98211753;0.36185205;0.8882682;0.5578634858842283;0.8595080579832319;0.2844389138395264;0.517162471395881;0.90433335;0.6711712;0.97379756;0.3417431
27;0.27713834917922997;0.8984402;0.6349414476582369;0.8892009301994397;0.5767488676396578;0.906997;0.7701525;0.983378;0.3558128;0.8895096;0.558814839038143;0.861000200873305;0.2855291150505686;0.5194508009153318;0.9044607;0.6834862;0.9752333;0.3417431
28;0.2742675440845858;0.89653295;0.641277900513138;0.8905664113095607;0.5848012078510317;0.9018339;0.8015464;0.9878683;0.3130347;0.88857853;0.5576442555772747;0.8594792441894926;0.2819022216980388;0.5160550458715596;0.89957196;0.7081081;0.98061734;0.30045873
29;0.27429317713355256;0.8976909;0.6438318756519236;0.8908429448735197;0.5792652239557121;0.90340257;0.7997528;0.98723805;0.3256165;0.8879578;0.5534263728420541;0.8563731172243919;0.2845466877226871;0.5239179954441914;0.9002971;0.69430053;0.9788227;0.30733946
30;0.2737482643643922;0.8999387;0.6441810497807554;0.8931884648989503;0.58379466532461;0.9080928;0.7790948;0.98385066;0.36386514;0.88919926;0.5600966612763281;0.8612393553613414;0.2792991628785965;0.5205479452054794;0.9038909;0.68372095;0.97559226;0.33715597
31;0.2744741748662421;0.9017778;0.6529225769365492;0.8943880060475016;0.591343734272773;0.912282;0.76328504;0.98069954;0.3975843;0.89137185;0.5646508250521104;0.8626314732245763;0.27857124120977483;0.5102974828375286;0.9076305;0.6837607;0.9734386;0.36697248
32;0.27391107398304854;0.9017097;0.6497424332248644;0.8904962173776626;0.5863110216406643;0.9122151;0.7630561;0.98069954;0.39708102;0.8904407;0.5617943348720821;0.8573667814827743;0.28770143340540033;0.5091743119266054;0.9083585;0.6707819;0.971285;0.3738532
33;0.2746258282944013;0.8981677;0.6449295273984247;0.8938258598964802;0.5817815802717665;0.9056139;0.7808219;0.9848747;0.34423754;0.89013034;0.5551714229430419;0.8580080942062871;0.28302575029492893;0.518348623853211;0.9039867;0.6933962;0.9766691;0.33715597
34;0.27448481356453713;0.90055174;0.6519082667849518;0.8937054339895947;0.5865865865865866;0.90934265;0.7747654;0.98298407;0.37393054;0.88982;0.5563944207815682;0.8577915791276172;0.2840842874217744;0.517162471395881;0.90530175;0.68161434;0.97451544;0.34862384
35;0.27339282402926196;0.9014372;0.6548479728151861;0.8959291801309108;0.5948666331152491;0.90889263;0.7909483;0.9847172;0.3694011;0.88982;0.5626099605522817;0.8600110644967958;0.28093546824581794;0.512249443207127;0.90557224;0.68;0.9741565;0.35091743
36;0.2716608838512754;0.9012329;0.6595323287382431;0.8956535386107064;0.5968797181680926;0.90952796;0.78174186;0.9836143;0.3749371;0.89075106;0.5615239551078968;0.8579093040563236;0.2870174292070314;0.5121412803532008;0.90675133;0.6826087;0.97379756;0.36009175
37;0.27024216638031356;0.9008242;0.6551190007232839;0.8940291467565805;0.5893306492199295;0.9104456;0.7679112;0.9818812;0.38298944;0.89199257;0.5580245801091182;0.8590486837859018;0.2860620518941675;0.5263157894736842;0.9082385;0.6864407;0.9734386;0.37155962
38;0.27523490173596143;0.9003474;0.6603364243752187;0.8972323569405644;0.5942684766214178;0.90618443;0.80607474;0.986923;0.34725717;0.8879578;0.5589149882816163;0.858105237853751;0.2841809598935975;0.5308924485125858;0.90188926;0.68292683;0.9766691;0.32110092
39;0.27004561909941266;0.89925754;0.6597402360431259;0.8972428830568698;0.599396074484147;0.90275085;0.83509237;0.99015284;0.3185707;0.8895096;0.5604359741325349;0.8569263420641873;0.28215311557369005;0.518348623853211;0.9001976;0.71505374;0.9809763;0.30504587
40;0.2693515732353056;0.9027314;0.6623622598074679;0.8972097584987784;0.5940643863179075;0.91522926;0.75067264;0.9780999;0.42123803;0.88919926;0.5556397957566129;0.8592174502920896;0.2839168385364934;0.5240274599542334;0.9104427;0.6501901;0.9669778;0.39220184
41;0.2704297515790328;0.8995981;0.6620805748050127;0.8982567006956911;0.5991963837267704;0.9040622;0.8218319;0.98881364;0.32964268;0.88919926;0.5481117415925533;0.8547554285187405;0.28464950509207504;0.5068807339449541;0.90122235;0.7025641;0.97918165;0.3142202
42;0.26859388352414826;0.90225464;0.6657245224055688;0.899616076261891;0.5935613682092555;0.91802186;0.7273476;0.9739247;0.44438854;0.887337;0.5541253646439004;0.8596093178869445;0.28823088463291774;0.5180995475113123;0.9130583;0.6262976;0.96123475;0.41513762
43;0.2695995096108884;0.903072;0.6682557915754763;0.8994498984219863;0.603422244589834;0.9115006;0.78600407;0.983378;0.39003524;0.8926133;0.5619318579733821;0.8608376087514901;0.279777050943274;0.528604118993135;0.9091214;0.6875;0.9730797;0.37844038
44;0.2686949918311381;0.9036169;0.6727029358288237;0.9017897688369709;0.6049320583794665;0.9104738;0.8036094;0.9854262;0.38097635;0.88857853;0.5565935061367351;0.8597838471518799;0.28166176732063;0.5213483146067416;0.90517527;0.6696035;0.9730797;0.34862384
45;0.2699178321849471;0.90184593;0.6645263043276072;0.8985736537533356;0.5998993457473578;0.91018444;0.783195;0.9835355;0.3799698;0.89075106;0.551920781429457;0.8571305083741116;0.2844318174505589;0.5068807339449541;0.9059373;0.6875;0.9748744;0.35321102
46;0.2682690075269101;0.90191406;0.6689438336332932;0.900137009991445;0.5985915492957746;0.9084047;0.8028793;0.98597765;0.36487165;0.89137185;0.5597245317761183;0.8540589579614981;0.2835753851568455;0.5240274599542334;0.9054594;0.6972477;0.97631013;0.34862384
47;0.268517926826593;0.90559226;0.6722328555989798;0.9015098256835494;0.6049320583794665;0.91622496;0.7739289;0.9804632;0.4272773;0.88857853;0.5548231589401971;0.8589227263446986;0.28554503312583;0.5319634703196348;0.91121656;0.6420664;0.9651831;0.39908257
48;0.265447335813176;0.9039575;0.6744987774078902;0.9019792785768596;0.6059386009058882;0.9105064;0.80789757;0.98582006;0.38097635;0.8904407;0.5559675536565215;0.855478243115973;0.28913033064535726;0.5331807780320366;0.9059059;0.6844444;0.97451544;0.35321102
49;0.2688333632306607;0.90409374;0.6768949776204862;0.9020435453735876;0.6089582284851535;0.9096254;0.8198895;0.9871593;0.37342727;0.8895096;0.5508437307695071;0.8548887952211912;0.2839489815528906;0.5181818181818182;0.9047302;0.6818182;0.9748744;0.3440367
50;0.26744108332357713;0.9045024;0.6783856044909601;0.9028087206831802;0.613682092555332;0.9139903;0.78044105;0.98196;0.4096628;0.88857853;0.5460918209782686;0.8532867482892839;0.2897534298228966;0.5091743119266054;0.9087235;0.65217394;0.9684135;0.37844038
51;0.2639684058585257;0.9057285;0.679535343420292;0.902300057511052;0.6054353296426774;0.9148936;0.78686965;0.98235387;0.41620535;0.88764745;0.5423783534979789;0.8550353339436368;0.28836147760952724;0.5102974828375286;0.9075319;0.6491935;0.9687724;0.36926606
52;0.26371613389057313;0.9044343;0.6799042734372582;0.9032215981792475;0.6074484146955209;0.9141662;0.77809525;0.98164487;0.41117263;0.88764745;0.551321196266886;0.8564677911181069;0.2849819503497959;0.5229357798165137;0.9078062;0.648;0.9684135;0.37155962
53;0.26785799821572426;0.9058647;0.6872465272463247;0.9056593951753039;0.6099647710115752;0.9131483;0.80524725;0.984796;0.40161046;0.8910614;0.5570279612402608;0.8573955952765137;0.28375556807870234;0.517162471395881;0.9070545;0.6839827;0.97379756;0.36238533
54;0.2651722983128353;0.9039575;0.6808018183394224;0.9027584292386093;0.6094614997483644;0.9094934;0.8194906;0.9871593;0.37242073;0.893234;0.5552199728950096;0.8525655801945506;0.2905712425523778;0.518348623853211;0.9064581;0.71100914;0.97738695;0.35550457
55;0.26463142829723174;0.9041619;0.6825190442823104;0.9014964846736178;0.6089582284851535;0.90714955;0.85365856;0.9905467;0.3522899;0.8926133;0.5547011256742301;0.8540754229864921;0.30275299413040657;0.5160550458715596;0.9029062;0.73195875;0.9813352;0.32568806
56;0.2655478693383988;0.90613717;0.6879447037444655;0.9054009800111629;0.6138763197586727;0.91161066;0.82566845;0.9871593;0.38852543;0.8935444;0.556329655086456;0.855764734550867;0.28553022395687616;0.518348623853211;0.90811896;0.70305675;0.97559226;0.36926606
57;0.2652848232911788;0.9056604;0.6887787441834972;0.905629283742784;0.6160040261701056;0.9118654;0.8161765;0.986214;0.3910418;0.8910614;0.5510112821960392;0.8527685116276006;0.2851209958829101;0.5160550458715596;0.90596867;0.69058293;0.9752333;0.35321102
58;0.2620755862785297;0.90647775;0.6901019827569768;0.9047434050015822;0.6119778560644187;0.9132053;0.8126273;0.985505;0.40161046;0.89137185;0.5547457319457977;0.8547932980762264;0.291024691810858;0.5137614678899083;0.9076305;0.6837607;0.9734386;0.36697248
59;0.2623511609470302;0.9067502;0.6831439835112207;0.9032651893840609;0.6057257659467604;0.92065966;0.7532787;0.976288;0.4625063;0.8860956;0.553874113196458;0.8556087284390498;0.2900100974452784;0.5137614678899083;0.9112547;0.6227758;0.9619526;0.40137616
60;0.2659533063642385;0.90736324;0.6927966967202555;0.9072688799871291;0.6200301962757927;0.91577405;0.79828733;0.9832992;0.42224458;0.887337;0.553158381656862;0.855991951895783;0.2889871503082512;0.5160550458715596;0.9072269;0.64777327;0.9687724;0.36697248
61;0.26378266542794215;0.9030039;0.6921995194280676;0.9068410558023718;0.6125628140703517;0.9049296;0.86797386;0.9920435;0.33417213;0.88919926;0.5514892394023069;0.8533246178467702;0.2882249181053048;0.5137614678899083;0.8985888;0.72571427;0.982771;0.2912844
62;0.2629491211442375;0.9077038;0.6946838059918401;0.9068925564618103;0.6175138399597383;0.915622;0.8038462;0.9839294;0.42073476;0.88919926;0.5537820527753957;0.8559606683482945;0.29122960103142714;0.5137614678899083;0.90714043;0.66527194;0.971285;0.3646789
63;0.266120379536534;0.906614;0.6910155658735373;0.9069980753263949;0.6106639839034205;0.9150964;0.7955854;0.9832204;0.4172119;0.8857852;0.5324178520501434;0.8501551005354425;0.29098147520139894;0.5022935779816514;0.90679675;0.636;0.96733665;0.3646789
64;0.2663875289713522;0.9045705;0.6925983056571191;0.9080323901483798;0.6180171112229492;0.9088408;0.8367816;0.98881364;0.36638147;0.8867163;0.5534225163809354;0.8559853658857854;0.2892345254980652;0.5160550458715596;0.90069515;0.6766169;0.9766691;0.3119266
65;0.26473900309004694;0.9057966;0.6957159148497997;0.9082031867926141;0.6149974836436839;0.91145873;0.8226496;0.986923;0.38751888;0.8888889;0.5501100732601735;0.8528932341919295;0.2883458841455641;0.518348623853211;0.90359044;0.682243;0.97559226;0.33486238
66;0.2655048721864709;0.9062053;0.6913252738377179;0.9084223123851592;0.6126760563380281;0.9110788;0.8329694;0.98794705;0.38399598;0.8879578;0.5549318508879992;0.8553123579891595;0.2881545986607902;0.5148063781321185;0.90242285;0.67942584;0.9759512;0.32568806
67;0.2616192381530868;0.9034807;0.6918820278358666;0.9091660984678336;0.6165072974333166;0.9070825;0.8433735;0.98975897;0.3522899;0.8910614;0.551199146910965;0.8526964771432523;0.28992264399861123;0.518348623853211;0.90247935;0.71573603;0.9798995;0.3233945
68;0.26191517099759437;0.906001;0.691715999350331;0.9102722921932533;0.6210367388022144;0.9109997;0.8309706;0.9877895;0.3834927;0.8888889;0.548318981032507;0.85359464425667;0.287543534168836;0.518348623853211;0.90385896;0.6805556;0.9752333;0.33715597
69;0.26356070948021576;0.906614;0.6927686906804247;0.9088051775646794;0.620412267471091;0.9163786;0.78413284;0.9815661;0.42778057;0.88702667;0.5553819210955355;0.8572194195090789;0.2840112959243436;0.5251141552511416;0.9071957;0.6451613;0.9684135;0.36697248
70;0.2612746638333361;0.90763575;0.6999232176954409;0.9110314610748976;0.6250629089079014;0.9140979;0.8183653;0.98582006;0.408153;0.89075106;0.5587839629797177;0.8553144161172839;0.28462098004709185;0.5160550458715596;0.90566665;0.6891892;0.9752333;0.35091743
71;0.26413825002511804;0.9079082;0.6975996388121145;0.9112825614802502;0.6195269250125818;0.91889495;0.7777778;0.97999054;0.44740814;0.8888889;0.5529488705765191;0.8537560015016102;0.28798345144789533;0.5137614678899083;0.90902966;0.6535433;0.9684135;0.38073394
72;0.26345391367876225;0.90906614;0.7011367165756457;0.9110323729418469;0.6209150326797386;0.91992605;0.7820069;0.9801481;0.45495722;0.8882682;0.5567002364583521;0.8606984792902915;0.2841307904217496;0.5206422018348624;0.90952057;0.64615387;0.9669778;0.3853211
73;0.25846856525915113;0.90831685;0.6957064723042781;0.9090567933730901;0.6184738955823293;0.91440254;0.82406473;0.9862927;0.41016608;0.88982;0.5533520287867687;0.8569024677779461;0.2888561598216614;0.5137614678899083;0.9047619;0.6849315;0.9752333;0.3440367
74;0.26286696456702613;0.9053198;0.6947658348001619;0.9088062281939904;0.61852038248616;0.9098622;0.83501685;0.9884197;0.37443382;0.88919926;0.5506302640208988;0.8529109340937979;0.3025713456293983;0.5229357798165137;0.9025522;0.6926829;0.97738695;0.32568806
75;0.2621014682025044;0.9044343;0.7043882691829559;0.9123699033476539;0.6275792652239557;0.90694153;0.8613861;0.99117696;0.3502768;0.8879578;0.5509707523742325;0.8535905280004215;0.28814965802632747;0.5160550458715596;0.8997692;0.6984127;0.9795406;0.3027523
76;0.2621633026817535;0.90831685;0.7075387365815675;0.913921326022645;0.6230498238550579;0.91367745;0.83212435;0.98723805;0.40412682;0.89075106;0.5561101681957583;0.8547793028049817;0.2834313277185222;0.5137614678899083;0.9059373;0.6875;0.9748744;0.35321102
77;0.26334830177631324;0.9075676;0.7043766703081044;0.9126031430547178;0.6233048719236565;0.9136082;0.8227459;0.9863715;0.40412682;0.8895096;0.5549460833624013;0.853916535495301;0.29053134851569273;0.5147392290249433;0.90608287;0.67391306;0.9730797;0.35550457
78;0.2616769574736349;0.90743136;0.7035472448576169;0.9120570140448918;0.6250629089079014;0.91167283;0.84354484;0.98873484;0.38802215;0.88982;0.5540969546071054;0.8550238084261412;0.2856201410876306;0.5159090909090909;0.9039548;0.69014084;0.97631013;0.33715597
79;0.26179000210485387;0.908385;0.7031106421079969;0.9126607889044663;0.6195269250125818;0.91672176;0.8016917;0.983378;0.42929038;0.88857853;0.5504758017410549;0.8552436165098098;0.29192817023383544;0.517162471395881;0.90735143;0.65843624;0.97020817;0.36697248
80;0.26340182630459286;0.9087937;0.7063840770956153;0.9127326876310957;0.6239316239316239;0.91493094;0.8246493;0.986214;0.41419226;0.89075106;0.555609186952682;0.8503790248753599;0.29080873923890715;0.517162471395881;0.9078418;0.6764706;0.9723618;0.36926606
81;0.2603258980145921;0.90763575;0.7001360299492065;0.9118742243679553;0.6205334675390035;0.9177598;0.7839784;0.9810934;0.43834928;0.88764745;0.5544928200907151;0.8549563018236662;0.2886769437155392;0.5217391304347826;0.90973634;0.6401515;0.96590096;0.38761467
82;0.26162941825091657;0.9089299;0.7047519051533757;0.9126998405977279;0.622546552591847;0.9192941;0.78558874;0.98077834;0.4499245;0.88640594;0.5453222647375214;0.8530974005018539;0.28983843671579973;0.5091743119266054;0.91128486;0.625;0.96231157;0.40137616
83;0.26062664194578744;0.906614;0.7075955394959001;0.9132432934762897;0.6299648064353947;0.90998626;0.853211;0.9899165;0.37443382;0.8882682;0.5550653645647501;0.8533896546954958;0.2861524844746794;0.5191011235955056;0.9019218;0.6862745;0.977028;0.32110092
84;0.2588811877004279;0.90688646;0.7014795782046761;0.9121729004402256;0.619023653749371;0.9142105;0.8075397;0.9847172;0.4096628;0.88764745;0.5524144171705972;0.8538836054453132;0.2868568824683932;0.5206422018348624;0.9045394;0.6637168;0.97272074;0.3440367
85;0.2635418196278493;0.9077038;0.7051840431191315;0.9138829681411925;0.6205334675390035;0.91410416;0.81919193;0.98589885;0.408153;0.89013034;0.5589445556866941;0.855921563913934;0.28348535702585215;0.5206422018348624;0.9075067;0.6722689;0.97200286;0.36697248
86;0.2572151395202284;0.9075676;0.7075932126465437;0.9144753050175123;0.6275792652239557;0.9123445;0.8372591;0.98802584;0.3935581;0.89199257;0.5607368693510769;0.8555342242009524;0.28816463750648913;0.5260770975056689;0.9055223;0.7037037;0.977028;0.34862384
87;0.25828078657685066;0.9088618;0.7076527782870878;0.9137083456204101;0.6240563663814797;0.9139087;0.8369678;0.987632;0.40563664;0.8916822;0.5532520016806636;0.8561821229344626;0.2915265926620666;0.5263157894736842;0.90657324;0.6933333;0.9752333;0.35779816
88;0.26126468486229537;0.9099516;0.706091436544067;0.9110286660044662;0.6257545271629779;0.9157041;0.8315055;0.98668665;0.41972822;0.89013034;0.5535171531558085;0.8570638250228865;0.2860675559654915;0.5229357798165137;0.906689;0.67672414;0.9730797;0.36009175
89;0.25914200839687296;0.90947485;0.7076602079476366;0.9144881306243854;0.622546552591847;0.91681945;0.8139313;0.9846384;0.42929038;0.8860956;0.5449366312383365;0.8511339462713305;0.2900512196091226;0.5066666666666667;0.9062815;0.64081633;0.9684135;0.36009175
90;0.259280953267279;0.9085893;0.7077869008914006;0.9139655912160728;0.6260694514343231;0.9129201;0.8449198;0.9885773;0.3975843;0.89199257;0.5526814745653899;0.8518600538735617;0.2935989366059234;0.5137614678899083;0.9057923;0.70183486;0.9766691;0.35091743
91;0.25706137769143983;0.90852123;0.7102307844764356;0.9157904946830623;0.6261306532663317;0.91466355;0.8239437;0.986214;0.41217917;0.8910614;0.5533556882342543;0.8522683864934107;0.2899360039140185;0.518348623853211;0.9086942;0.67489713;0.9716439;0.3761468
92;0.2567082833885747;0.90818065;0.7093696669796878;0.9152239477828511;0.6234288587229764;0.9156044;0.8098933;0.98455966;0.4202315;0.8904407;0.5545639156887727;0.8550740267523725;0.2897808218315882;0.5216400911161732;0.9069923;0.6781116;0.9730797;0.36238533
93;0.2600291321646224;0.90872556;0.7160306070732071;0.9166856110329241;0.6326119778560644;0.9131732;0.8437832;0.9884197;0.39959738;0.8910614;0.5606930256398645;0.8565797532880656;0.28432014618764967;0.5175438596491229;0.90542793;0.6940639;0.9759512;0.34862384
94;0.2598675657503977;0.9081125;0.70905960932217;0.9136531380235912;0.6336683417085427;0.916147;0.8038095;0.98377186;0.42476094;0.88702667;0.547359051349159;0.8531756093705751;0.29566021466397635;0.5124153498871332;0.9061033;0.65;0.9698492;0.35779816
95;0.25976202454004077;0.9088618;0.7113863003535918;0.9165515864145781;0.6289592760180995;0.9138484;0.8376691;0.9877107;0.40513337;0.8882682;0.5489960971505328;0.8541124692927284;0.28745229223605495;0.518348623853211;0.9056856;0.6637931;0.97200286;0.35321102
96;0.25731023244839396;0.90681833;0.7071741035380293;0.9141068513004293;0.6270759939607449;0.9116749;0.8345946;0.98794705;0.38852543;0.89292365;0.5505054937161308;0.8525540546770549;0.2884610234155631;0.518348623853211;0.906969;0.7040359;0.97631013;0.36009175
97;0.25752581080704606;0.9088618;0.7110484781972269;0.9164073528510392;0.6343058350100603;0.91433156;0.8321392;0.9870805;0.40915954;0.89013034;0.5483152809751354;0.8516402457898931;0.29480535758533216;0.5137614678899083;0.90614563;0.6798246;0.97379756;0.35550457
98;0.25900917360949244;0.90613717;0.7137007585435308;0.9184397060489844;0.6316582914572865;0.9091106;0.8578143;0.99046797;0.367388;0.89075106;0.5508444070587242;0.8516912873673742;0.29077020028755207;0.518348623853211;0.9024471;0.7121212;0.9795406;0.3233945
99;0.2580318215326785;0.9088618;0.7204461113478153;0.9188727833802972;0.6359979889391654;0.91216606;0.85856354;0.9899165;0.3910418;0.8888889;0.5464494666443758;0.8515883809611623;0.29450962337775677;0.5114678899082569;0.9017207;0.695;0.9781048;0.31880733
